track_id,artist,track,album_id,imgUrl
6Rb4xFCy3Hh5MJ88ehLXdc,Quicksilver Messenger Service,Fresh Air - Remastered,4dmuoN4hZQqYYg8IVBV1Ta,https://i.scdn.co/image/ab67616d00004851fa8f6b98a35f8b2d881a5a93
2g3ek07VpeELwKquvg1GCz,The Flying Burrito Brothers,Lazy Days,0P0ssYsVkgx6NQn6hAYTft,https://i.scdn.co/image/ab67616d00004851b108845970195d0252a79bde
1XuccRABkfUVB4FjSVhjL1,Love,Alone Again Or - 2015 Remaster,2amHBpP8C0EUy6yBNy6nN6,https://i.scdn.co/image/ab67616d00004851bb01f0ca02c204d13933ca06
7lNATn8yN0Yjr4KOKDBdW6,The Beach Boys,Feel Flows - Remastered 2009,5NJHGcHNdLURknY2LfzjZg,https://i.scdn.co/image/ab67616d000048518c1beae13a297091bf515275
5VErNsWF69eD0HiBt2vWcH,Paul McCartney,Nineteen Hundred And Eighty Five - 2010 Remaster,257oomaawruFknt5wYCPDh,https://i.scdn.co/image/ab67616d00004851be7a3a1e2d663eea2918e5a3
6TlOBDqG7cOrYwTZCJHtVn,Syd Barrett,Gigolo Aunt,53uU5rBCXOZ9Qb55PLjjLF,https://i.scdn.co/image/ab67616d00004851e161206349edefbe8c5c6dcc
0vz4iTEfsp2lunsRJeMzjj,Van Morrison,Astral Weeks - 1999 Remaster,4pG3bKkbmReDt5QTDn3JDz,https://i.scdn.co/image/ab67616d00004851c849bc0a79a44105a4258662
34miSNKQ0xN7EG8zzzaFzI,13th Floor Elevators,You're Gonna Miss Me (2008 Remastered Original Mono LP Version),2afQ7u8n1CzNBAHjl6OQCG,https://i.scdn.co/image/ab67616d00004851e10e8e43d73c0ca58aea14ce
2sO45is7CUbnlMK3PXoCCj,New Riders of the Purple Sage,Dirty Business,7lFCCtkiXgIH1uQIWsCOPy,https://i.scdn.co/image/ab67616d0000485178323390ee3c9d5a6406661b
0u7nB1PFBfGdKh8TrwRilH,Captain Beefheart & His Magic Band,"Sure 'Nuff 'n' Yes, I Do",0DFhGsFKG7G58cke33GlAh,https://i.scdn.co/image/ab67616d00004851a1b6277839cf22f21b69f267
1HbOlAS9kF9d5j7WNQbin9,Jimi Hendrix,Born Under a Bad Sign,6kvCH4eS92QkpBNdTmjLEz,https://i.scdn.co/image/ab67616d000048511e3d153c8ecda03a495ca811
2ZMI0QNoqU9fQZFirR9WpK,Greta Van Fleet,When The Curtain Falls,7zeCZY6rQRufc8IHGKyXGX,https://i.scdn.co/image/ab67616d000048517b9e5a9d697bcb8bf86a83b4
6M5m8gfTj3rhYEPDzLmdL4,Led Zeppelin,Ten Years Gone - Remaster,26tH0kjUhkxBEd3ipGkx3Y,https://i.scdn.co/image/ab67616d00004851765b0617b572bdd1dbdc7d8e
6qK7CuehGu2DVwL8UgaEhV,Television,Days - 2003 Remaster,5ha55jb1DQKy33CpmREvFq,https://i.scdn.co/image/ab67616d00004851bab52055e904f0d8a91c8c72
5kRGLbl5wemYO1zFPjyJcz,Television,1880 Or So,1Da5exlBUnN4vxUInOxaKD,https://i.scdn.co/image/ab67616d000048516a1ac718258250891123771d
3K4B7jg72g1mwltdOljDU3,Television,Little Johnny Jewel - Parts 1 & 2,2tdeBxBeTVOl95UqS5vV9P,https://i.scdn.co/image/ab67616d00004851d7ead923cb1e483604a1ac1b
3KLTasR09rGx83aWvFkQ4Q,Raïna Raï,Hamama,4TmTq4AWcssjcQTgEPgDZF,https://i.scdn.co/image/ab67616d000048516c5b39180fdf413565a06add
3QZ7uX97s82HFYSmQUAN1D,Rush,Tom Sawyer,2xg7iIKoSqaDNpDbJnyCjY,https://i.scdn.co/image/ab67616d0000485172833c1ae3343cbfb4617073
657KLANZrZykKN0BKiscxo,Hamid El Gnawi,Foufoudanba,1KYi4Hx9USuRDd8Ruu2Rap,https://i.scdn.co/image/ab67616d00004851eb6e9da6d24be43ab96a58e2
1Z1NN24TDS878RUs5eUBYM,Djamel Laroussi,Kifach Hilti,6z1UrLrO0A7humLufb1XAD,https://i.scdn.co/image/ab67616d00004851d17f01befca648045ea48134
4xbAZSAfXfksdBXSvtAHLJ,Khaled,Didi,0EPtnknFIXdVyOsck4rvz8,https://i.scdn.co/image/ab67616d00004851cae6ad8b045dbe9caf535151
2sOWxkmQNTXEpdJshhXuBa,Dissidenten,Fata Morgana,3Vl1cnMHIBciZDPwmfZAk5,https://i.scdn.co/image/ab67616d00004851ed413e8b3cc7e41ec3ddffb4
6kpza6eOZfJAEwQ4xw6C6G,Gnawa Diffusion,Ombre elle,5T6scDxONEFqRWIwz129WF,https://i.scdn.co/image/ab67616d00004851e1ef8f7d8938fe1a7207eff3
1WWDIznNHYymCi9pvL01eh,Traffic,Walking In The Wind,0JKdD46205BvaubChUaU2o,https://i.scdn.co/image/ab67616d00004851d6a2e0fcdba9b0afb966a8df
1DrirX7vAJMDAoz37ZbSeA,Simon & Garfunkel,Leaves That Are Green,07RAGILF28QweYQSZasr5k,https://i.scdn.co/image/ab67616d0000485144a8aa7ac5c2e2defbfd702b
3OD2BlIAkr1DkSe94sKIoI,Traffic,Medicated Goo,0HXUEUFACh0b3VBhm7jBhi,https://i.scdn.co/image/ab67616d00004851b545a987c7dbb3040027d38a
0qSITuCPLxjoDtESBy70WO,Simon & Garfunkel,Flowers Never Bend with the Rainfall,1sh32o99zA04PJIUJUpEj7,https://i.scdn.co/image/ab67616d00004851fb107b5a07df183f1836d9cb
3Vt5QenAYmdNnDCp0DbsWM,John Lennon,Nobody Loves You (When You're Down And Out) - Remastered 2010,3n1j9GslH8h0jIx7NRUIX4,https://i.scdn.co/image/ab67616d000048513ce1e4c0ab2ed4d9d74a8d7c
4c0ecVwn17owdwpIBL07wC,Simon & Garfunkel,Bleecker Street,5pnJrocLlZ3FWEbcr2PTz0,https://i.scdn.co/image/ab67616d000048513b50c381e5f477c3cd066286
4Hp73qaB4F59DxlQRh6w32,Ten Years After,Let the Sky Fall - 2004 Remaster,5ZPvG6hav71Uqmlgs85xbE,https://i.scdn.co/image/ab67616d000048514aa7956a8d5742ac762699b2
5gmv3BgePSYiHnPJgY7oTJ,LCD Soundsystem,Home,4hnqM0JK4CM1phwfq1Ldyz,https://i.scdn.co/image/ab67616d00004851ee0d0dce888c6c8a70db6e8b
46eVkLlSJVYOUXqPf63j7u,The Alan Parsons Project,Mammagamma - Instrumental,2cNpTCaPiAgXCGkgoH09Cp,https://i.scdn.co/image/ab67616d00004851b73f77d174e9a43037d60135
0WltW0osShLmGwPTkbUKJd,Jerry Garcia,Loser,5Z3Vmde0ICQM0OnIBYNx2U,https://i.scdn.co/image/ab67616d000048514aaf174211e3a24cd19c11bc
7M7AwtGvWdMYudqx5Iuh1m,Grateful Dead,Althea - 2013 Remaster,6x3mttp1a5pLHj8rDDSEbT,https://i.scdn.co/image/ab67616d00004851dd5ce8d59ef803b79aa3740e
0JKWRYAxDyWqS14WmtLFOf,Grateful Dead,"Wharf Rat - Live at Fillmore East, New York, NY, April 26, 1971",0ObxRAQTpVO1u7bT3VxrIN,https://i.scdn.co/image/ab67616d00004851c4cf64a0a994a12834f964ae
1lNRVjK8MukRZpeurYssIx,Grateful Dead,Shakedown Street - 2013 Remaster,0MLCxvyIfAuh5xwPORv8p6,https://i.scdn.co/image/ab67616d0000485142138ccd68ce6d0f04f5013d
0mJQlCl9YgxW7kyeltNiVk,Grateful Dead,Touch of Grey - 2013 Remaster,1KytsXm6VQcyX5B5m8HBNa,https://i.scdn.co/image/ab67616d000048519ffa0bb50967ca396e356373
3DI8C3OSwuXd8E947MWiSi,Grateful Dead,Estimated Prophet - 2014 Remaster,0WVDqz6ty88sjpbfvMqF98,https://i.scdn.co/image/ab67616d000048510996318f9c63869e92f2a750
3ZYSrBWQXYgTe4tyKKIZ0D,Grateful Dead,"Bertha - Live at Fillmore East, New York, NY, April 27, 1971",0ObxRAQTpVO1u7bT3VxrIN,https://i.scdn.co/image/ab67616d00004851c4cf64a0a994a12834f964ae
0txIkFgdvURMOn35C2fvI3,Frank Zappa,Inca Roads,4mp2SC1Wq9jZJINGPAKv0V,https://i.scdn.co/image/ab67616d000048513ce56d1cbdc2f99036160b94
1u42hFacJ1Bs8H9GX2O8z3,Steely Dan,Any Major Dude Will Tell You,4XfN871nBIz6obaUDEzZXm,https://i.scdn.co/image/ab67616d00004851120746a40f65d11c2ac29647
4bjvLvKovcWqZwDbXT5QQX,"Crosby, Stills, Nash & Young",Carry On,5bHkK1X4WEOzNvRhehvOcb,https://i.scdn.co/image/ab67616d0000485106e00756085191abc01e4cf0
0hKRSZhUGEhKU6aNSPBACZ,The Beatles,A Day In The Life - Remastered 2009,6QaVfG1pHYl1z15ZxkvVDW,https://i.scdn.co/image/ab67616d0000485134ef8f7d06cf2fc2146f420a
1K9B43e0PyilYctK0WgoO4,Steely Dan,Don't Take Me Alive,1Sur33x6g7tvdd9GQnHhhu,https://i.scdn.co/image/ab67616d000048516ac9fc028a8ba4c13b34a784
6k9DUKMJpWvu6eFG3O64Lg,Bob Dylan,Subterranean Homesick Blues,1lPoRKSgZHQAYXxzBsOQ7v,https://i.scdn.co/image/ab67616d000048516960c5f4eb72f0c06aa92181
0gCJkpD0RhF2rjiALLHBQL,"Crosby, Stills, Nash & Young",Almost Cut My Hair,5bHkK1X4WEOzNvRhehvOcb,https://i.scdn.co/image/ab67616d0000485106e00756085191abc01e4cf0
0QT7prPZzXJKBYMVdWlE1Z,Grateful Dead,Unbroken Chain - 2013 Remaster,68jAZmtRB51enSAufOJBtJ,https://i.scdn.co/image/ab67616d00004851b6fccabcb9dbfa78a0026482
4KROoGIaPaR1pBHPnR3bwC,Nick Drake,Pink Moon,5mwOo1zikswhmfHvtqVSXg,https://i.scdn.co/image/ab67616d00004851e369195caf5d169bf5e9eafc
7AN22wQYwiCG49qYosygFq,Allman Brothers Band,Jessica,0OCVL5FaQyJzR008B2Mvpr,https://i.scdn.co/image/ab67616d00004851b242474ac9698d4369e0442e
0Nux6Q8aJZ1i4vUpPDBvlX,George Harrison,What Is Life - 2014 Remaster,7j7lsExGJtBHLgDYzjclwk,https://i.scdn.co/image/ab67616d000048516c6610322fc60bfb41481273
7fCTruy1ZspFeMdgAENzCe,Grateful Dead,Morning Dew - 2013 Remaster,2Qkp6ALKO8kcONs4zq1t2D,https://i.scdn.co/image/ab67616d000048518256c5f5e31415ff8d3fff92
2WictPRLvPfwd9bgjHt9K3,Tom Waits,Jockey Full Of Bourbon,51CvLH7MxsLuFgTwVvzApx,https://i.scdn.co/image/ab67616d00004851d4d4cd6954bd161fd3a8b4a5
