endTime,artistName,trackName,msPlayed
2023-12-22 16:39,Toufic Farroukh,Long Distance Call - LDC,14430
2023-12-22 16:39,Toufic Farroukh,Sacrecrow and Peacock,1274
2023-12-22 16:43,Toufic Farroukh,Ya Habibi,255973
2023-12-22 16:47,Toufic Farroukh,Villes invisibles,507
2023-12-22 16:53,Hamid Baroudi,Streets of Algiers,349933
2023-12-22 17:51,Hamid Bouchnak,Salam alikoum - Mawal `sous_titre`,104045
2023-12-22 17:55,Hoba Hoba Spirit,Lost,235159
2023-12-22 17:57,El Hachemi Guerouabi,El harraze,91080
2023-12-22 18:00,Cheikh Sidi Bémol,Blad e tchina,171826
2023-12-22 18:04,TootArd,Nasma Jabalyia,199786
2023-12-22 18:08,Hamid Al Shaeri,Elaen Aaleha Troh,191001
2023-12-22 18:14,Dahmane El Harrachi,Ach eddani n' khaltou,347640
2023-12-22 18:16,Souad Massi,Talit El Bir,88920
2023-12-22 18:19,Orchestre El Gusto,Yaraya,196120
2023-12-22 18:20,Orchestre National De Barbes,Poulina,65631
2023-12-22 18:20,Aziza Brahim,Intifada,1968
2023-12-22 18:20,Gnawa Diffusion,Ma kayen ghir ennif,1515
2023-12-22 18:21,Idir,Adrar (Le silence de la Montagne),63641
2023-12-22 18:23,Chet Atkins,Travelin',135733
2023-12-22 18:25,Doc & Merle Watson,Bonaparte's Retreat,33236
2023-12-22 18:27,J.J. Cale,Precious Memories,129826
2023-12-22 18:29,Chet Atkins,Country Gentleman,113453
2023-12-22 18:31,Marcel Dadi,Je te veux,130310
2023-12-22 18:34,Chet Atkins,Yes Ma'am,133933
2023-12-22 18:45,Marcel Dadi,Swingy Boogie,42836
2023-12-22 18:54,Ten Years After,Hard Monkeys - 2004 Remaster,191426
2023-12-22 18:58,Jimi Hendrix,"Little Wing (Live at the Royal Albert Hall, London, UK, February 24, 1969)",195960
2023-12-22 19:01,Leo Kottke,Vaseline Machine Gun,189666
2023-12-22 19:05,Cream,Steppin' Out - BBC Sessions,216480
2023-12-22 19:08,Ten Years After,Once There Was a Time - 2004 Remaster,203240
2023-12-22 19:14,Toufic Farroukh,Hanina,285666
2023-12-22 19:19,Toufic Farroukh,Long Distance Call - LDC,324880
2023-12-22 19:26,Toufic Farroukh,Only Lonely,388653
2023-12-22 19:27,Toufic Farroukh,Callipyge - Intro,58826
2023-12-22 19:33,Toufic Farroukh,Elhob ?!,300773
2023-12-22 19:39,Toufic Farroukh,Radio City,384520
2023-12-22 19:44,Toufic Farroukh,Ya nassim alrouh,282453
2023-12-22 19:48,Toufic Farroukh,Fayrouz Blues,215786
2023-12-22 19:50,Toufic Farroukh,Kaf Skoon - Intro,98040
2023-12-22 19:56,Toufic Farroukh,Villes invisibles,357493
2023-12-22 20:01,Toufic Farroukh,A Night in Damascus,250333
2023-12-22 20:02,Toufic Farroukh,"She's Happy - From ""Nour""",60373
2023-12-22 20:05,Toufic Farroukh,Callipyge,142306
2023-12-22 20:06,Toufic Farroukh,Villes invisibles (Intro),53186
2023-12-22 20:11,Toufic Farroukh,Lili s'en fout,352333
2023-12-22 20:15,Toufic Farroukh,Ali au pays des merveilles,212360
2023-12-22 20:20,Toufic Farroukh,Destins et désirs,3539
2023-12-22 20:20,Toufic Farroukh,Ya Habibi,255973
2023-12-22 20:30,Rima Khcheich,Washwishni,2901
2023-12-23 06:29,Toufic Farroukh,Sacrecrow and Peacock,9444
2023-12-23 06:29,Toufic Farroukh,Cendres,1329
2023-12-23 06:29,Rima Khcheich,Washwishni,26829
2023-12-23 06:35,Toufic Farroukh,"Systole, diastole",331840
2023-12-23 06:39,Toufic Farroukh,A Night in Damascus,250333
2023-12-23 06:45,Toufic Farroukh,The Girl from Gypsy Moon,341120
2023-12-23 06:45,Toufic Farroukh,Ya nassim alrouh,1852
2023-12-23 06:45,Toufic Farroukh,Long Distance Call - LDC,1487
2023-12-23 06:45,Toufic Farroukh,Fayrouz Blues,12605
2023-12-23 06:46,Toufic Farroukh,Kaf Skoon - Intro,2666
2023-12-23 06:49,Focus,Mother Focus,184693
2023-12-23 07:02,Ultimate Spinach,Jazz Thing,127290
2023-12-23 07:14,Toufic Farroukh,Callipyge,142306
2023-12-23 07:20,Toufic Farroukh,Villes invisibles,357493
2023-12-23 07:23,Toufic Farroukh,Ali au pays des merveilles,212360
2023-12-23 07:24,Toufic Farroukh,"She's Happy - From ""Nour""",60373
2023-12-23 07:25,Toufic Farroukh,Callipyge - Intro,58826
2023-12-23 07:31,Toufic Farroukh,Lili s'en fout,352333
2023-12-23 07:36,Toufic Farroukh,Hanina,285666
2023-12-23 07:37,Toufic Farroukh,Sacrecrow and Peacock,88530
2023-12-23 07:42,Toufic Farroukh,Ya Habibi,254608
2023-12-23 07:43,Amar Ezzahi,Esmeralda - Instrumental,56690
2023-12-23 07:43,Mohamed Lamouri,Malgré tout,2159
2023-12-23 07:48,Gaada Diwane De Béchar,Sid eghmine,275800
2023-12-23 07:54,Hamid Baroudi,Streets of Algiers,349933
2023-12-23 07:59,El Hachemi Guerouabi,El harraze,907
2023-12-23 07:59,Hasna el Becharia,Koul chi al Oualidine,1721
2023-12-23 07:59,Raïna Raï,Maghreb,317333
2023-12-23 08:09,Hamid Baroudi,Ca Bouge,14933
2023-12-23 08:35,Miles Davis,"Générique - Bande originale du film ""Ascenseur pour l'échafaud""",14341
2023-12-23 08:36,Toufic Farroukh,Ya nassim alrouh,3218
2023-12-23 08:37,Toufic Farroukh,Long Distance Call - LDC,5646
2023-12-23 08:42,Toufic Farroukh,Sacrecrow and Peacock,302186
2023-12-23 08:43,Toufic Farroukh,Callipyge - Intro,58826
2023-12-23 09:13,Toufic Farroukh,Radio City,6122
2023-12-23 13:09,J.J. Cale,Cajun Moon,131826
2023-12-23 13:11,The Beatles,Norwegian Wood (This Bird Has Flown) - Remastered 2009,124693
2023-12-23 13:12,Bob Dylan,The Man in Me,6140
2023-12-23 13:15,The Zombies,Summertime,1319
2023-12-23 13:15,Peter Green,In the Skies,229000
2023-12-23 13:15,The Beatles,Dear Prudence - Remastered 2009,4097
2023-12-23 13:18,Jim Morrison,Ghost Song,170666
2023-12-23 13:21,Arzachel,Queen St. Gang,89372
2023-12-23 13:25,Cheikh Sidi Bémol,Blad e tchina,7762
2023-12-23 13:25,Toufic Farroukh,Fayrouz Blues,10659
2023-12-23 13:25,Toufic Farroukh,Sacrecrow and Peacock,1619
2023-12-23 13:25,Toufic Farroukh,Ya Habibi,255973
2023-12-23 13:25,Toufic Farroukh,"Systole, diastole",1552
2023-12-23 13:39,Slimane Azem,Algérie mon beau pays,78236
2023-12-23 14:21,Slimane Azem,Algérie mon beau pays,10075
2023-12-23 14:23,Toufic Farroukh,Ya Habibi,88175
2023-12-23 14:24,Mario Castelnuovo-Tedesco,Ronsard (De Platero y Yo),46582
2023-12-23 14:27,Anouar Brahem,Le pas du chat noir,212235
2023-12-23 14:35,Anouar Brahem,Leila au pays du carrousel,397000
2023-12-23 14:36,Nicola Piovani,Caro Diario: Il Campo Di Pallone,68000
2023-12-23 14:40,Anouar Brahem,Astrakan Café - 1,195640
2023-12-23 14:41,Renaud Garcia-Fons,Les rues vagabondes,26802
2023-12-23 14:44,Portico Quartet,Pompidou,193066
2023-12-23 14:48,Dhafer Youssef,"Fuga Hirundinum ""Birds Requiem"" Suite",259293
2023-12-23 14:52,Steve Reich,Music for 18 Musicians: Section I,238506
2023-12-23 14:56,Lhasa De Sela,De Cara a la Pared,255360
2023-12-23 14:58,Balanescu Quartet,Interlude,59421
2023-12-23 15:01,Zupfgeigenhansel,Lomir sich iberbetn,210240
2023-12-23 15:06,Zupfgeigenhansel,Ich hab' die Nacht geträumt,210800
2023-12-23 15:09,Zupfgeigenhansel,Dos Kelbl,198600
2023-12-23 15:12,Zupfgeigenhansel,Arbetlosemarsch,159466
2023-12-23 15:14,Zupfgeigenhansel,Sog nischt kejnmol,140973
2023-12-23 15:17,Zupfgeigenhansel,"Andre, die das Land so sehr nicht liebten - Live",201653
2023-12-23 15:22,Zupfgeigenhansel,Herbstlied / Bunt sind schon die Wälder,297560
2023-12-23 15:23,Zupfgeigenhansel,Wenn ich einmal der Herrgot wär',19291
2023-12-23 15:24,Zupfgeigenhansel,Mein Michel,1855
2023-12-23 15:28,Victor Jara,El Derecho de Vivir en Paz,277093
2023-12-23 15:33,Victor Jara,Cai Cai Vilú,192000
2023-12-23 15:37,Victor Jara,Manifiesto,269133
2023-12-23 15:40,Victor Jara,El Tinku,206280
2023-12-23 15:45,Victor Jara,Canto Libre,295600
2023-12-23 15:49,Victor Jara,No Puedes Volver Atrás,20006
2023-12-23 15:49,Victor Jara,La Partida,208466
2023-12-23 15:53,Victor Jara,En el Río Mapocho,226333
2023-12-23 15:56,Victor Jara,"Caminando, Caminando",160480
2023-12-23 16:01,Victor Jara,Angelita Huenuman,241920
2023-12-23 16:04,Victor Jara,Poema 15,219000
2023-12-23 16:09,Victor Jara,Herminda de la Victoria,240666
2023-12-23 16:13,Quilapayún,Drume Negrita,217933
2023-12-23 16:17,Victor Jara,Abre la Ventana,238773
2023-12-23 16:19,Victor Jara,"Danza de los Niños - Homenaje a Pablo Neruda, 1972",168600
2023-12-23 16:23,Victor Jara,"Duerme, Duerme Negrito",24387
2023-12-23 16:23,Victor Jara,Deja la Vida Volar,207640
2023-12-23 16:26,Victor Jara,Inga,148306
2023-12-23 16:37,Victor Jara,Ojitos Verdes,67769
2023-12-23 17:30,David Bowie,Modern Love - 2018 Remaster,4336
2023-12-23 17:31,Sly & The Family Stone,Dance to the Music,6966
2023-12-23 17:34,The Beatles,I Saw Her Standing There - Remastered 2009,173946
2023-12-23 17:39,Tubeway Army,Are 'Friends' Electric? - 1998 Remaster,323133
2023-12-23 17:49,Portishead,Mysterons,305240
2023-12-23 17:53,The B-52's,Private Idaho,216200
2023-12-23 17:53,David Bowie,Let's Dance - 2018 Remaster,2845
2023-12-23 17:53,Parliament,Give Up The Funk (Tear The Roof Off The Sucker),2395
2023-12-23 17:54,Brian Eno,The Carrier,93046
2023-12-23 17:56,David Byrne,Carnival Eyes,93969
2023-12-23 17:56,Amar Ezzahi,Esmeralda - Instrumental,3162
2023-12-23 17:57,Cheikh Sidi Bémol,Blad e tchina,3567
2023-12-23 18:02,Toufic Farroukh,Elhob ?!,300773
2023-12-23 18:06,Hamid Baroudi,Trance Dance - DJ Krush Remix,262933
2023-12-23 18:12,Aziz Sahmaoui,Salabati,297807
2023-12-23 18:14,Mohamed Lamouri,Malgré tout,153800
2023-12-23 18:20,Aziz Sahmaoui,Mazal,273624
2023-12-23 18:23,Orchestre El Gusto,Haramtou Bik Nouassi,198000
2023-12-23 18:27,Orchestre El Gusto,Yaraya,196120
2023-12-23 18:32,Dahmane El Harrachi,El Ouelf Saig,305333
2023-12-23 18:36,Aziz Sahmaoui,Absence,154964
2023-12-23 18:41,Hamid Baroudi,African Soul,332266
2023-12-23 18:45,Dahmane El Harrachi,Ya rayeh,184826
2023-12-23 18:47,Gnawa Diffusion,Ma kayen ghir ennif,96053
2023-12-23 18:50,Mariem Hassan,Hinwani,191039
2023-12-23 18:55,Slimane Azem,Algérie mon beau pays,245533
2023-12-23 19:02,Cheikha Rimitti,NAKHLA,376786
2023-12-23 19:07,Aziz Sahmaoui,Ana Hayou,271563
2023-12-23 19:10,Mariem Hassan,Tirka,176933
2023-12-23 19:12,Hamid Al Shaeri,Akher Sabrak Ya Alby,2258
2023-12-23 19:12,Sabry Mosbah,Sid Lassyed,50715
2023-12-23 19:22,Jalihena Natu,Enbia Allah,2261
2023-12-24 05:48,Aphex Twin,Avril 14th,125520
2023-12-24 05:50,Emahoy Tsege Mariam Gebru,Tenkou Why Feel Sorry,123573
2023-12-24 05:54,Stanley Myers,The Deer Hunter - Cavatina,213013
2023-12-24 05:57,Mario Castelnuovo-Tedesco,Ronsard (De Platero y Yo),190560
2023-12-24 06:00,Emahoy Tsege Mariam Gebru,"Homesickness, Pt. 2",193413
2023-12-24 06:05,Steve Reich,Electric Counterpoint: III. Fast,269093
2023-12-24 06:16,Arvo Pärt,Fratres,688413
2023-12-24 06:22,Penguin Cafe Orchestra,Perpetuum Mobile,269800
2023-12-24 06:25,Ennio Morricone,The Ecstasy of Gold - L'Estasi Dell'oro,203066
2023-12-24 06:29,Ennio Morricone,The Ecstasy Of Gold - 2004 Remaster,203226
2023-12-24 06:32,Roedelius,Rolling,224760
2023-12-24 06:37,Steve Reich,Electric Counterpoint: III. Fast,279240
2023-12-24 06:40,Nick Cave & Warren Ellis,Song for Jesse,155693
2023-12-24 06:41,Brad Mehldau,Paranoid Android I,101386
2023-12-24 06:45,Steve Reich,Music for 18 Musicians: Section I,238506
2023-12-24 07:10,Erik Satie,3 Morceaux en forme de poire *: 3 morceaux en forme de poire,216769
2023-12-24 07:11,Quilapayún,Drume Negrita,1435
2023-12-24 07:13,Victor Jara,"Caminando, Caminando",160480
2023-12-24 07:17,Victor Jara,Poema 15,219000
2023-12-24 07:21,Victor Jara,Angelita Huenuman,241920
2023-12-24 07:24,Victor Jara,No Puedes Volver Atrás,178133
2023-12-24 07:28,Victor Jara,Herminda de la Victoria,240666
2023-12-24 07:31,Victor Jara,Cai Cai Vilú,192000
2023-12-24 07:44,Victor Jara,Abre la Ventana,155477
2023-12-24 13:48,Miles Davis,"Miles Runs the Voodoo Down (feat. Wayne Shorter, Bennie Maupin, John McLaughlin, Chick Corea, Joe Zawinul, Dave Holland & Harvey Brooks)",841333
2023-12-24 13:50,Mahavishnu Orchestra,Birds Of Fire,35501
2023-12-24 13:54,Béla Fleck and the Flecktones,The Sinister Minister,276986
2023-12-24 13:59,Donald Fagen,The Goodbye Look,290306
2023-12-24 14:04,Bill Frisell,Surfer Girl,254106
2023-12-24 14:09,Gábor Szabó,Gypsy Queen,313466
2023-12-24 14:13,Jean-Luc Ponty,New Country,188640
2023-12-24 14:21,Frank Zappa,Blessed Relief,479186
2023-12-24 14:28,Bill Frisell,Pipeline,426173
2023-12-24 14:30,Miles Davis,"John McLaughlin (feat. Wayne Shorter, Bennie Maupin, John McLaughlin, Chick Corea, Joe Zawinul, Dave Holland & Harvey Brooks)",1278
2023-12-24 14:30,Billy Cobham,Red Baron,1257
2023-12-24 14:30,Jean-Luc Ponty,Cosmic Messenger,29110
2023-12-24 14:30,Jean-Luc Ponty,Mirage,1848
2023-12-24 14:33,Herbie Hancock,Fat Mama,1834
2023-12-24 14:43,Francisco Tárrega,Capricho arabe,11669
2023-12-24 14:59,Francisco Tárrega,Capricho arabe,15922
2023-12-24 15:06,Steve Reich,Music For 18 Musicians: Section X,37402
2023-12-24 15:06,Steve Reich,Electric Counterpoint: III. Fast,61283
2023-12-24 15:22,Focus,Janis,31660
2023-12-24 15:25,Buffalo Springfield,Bluebird,1727
2023-12-24 15:30,Ennio Morricone,The Ecstasy of Gold - L'Estasi Dell'oro,50880
2023-12-24 15:31,Ten Years After,Let the Sky Fall - 2004 Remaster,43940
2023-12-24 15:37,Blind Faith,"Under My Thumb - Live: Hyde Park, London 7th June 1969",366533
2023-12-24 15:43,Keith Richards,Hate It When You Leave (2010 - Remaster),298951
2023-12-24 15:46,Canned Heat,Let's Work Together,193853
2023-12-24 15:51,Blind Faith,Presence Of The Lord,287426
2023-12-24 16:00,Blind Faith,Had To Cry Today,528733
2023-12-24 16:04,The Yardbirds,The Nazz Are Blue,195760
2023-12-24 16:06,Keith Richards,Crosseyed Heart,112573
2023-12-24 16:09,Little Feat,Rock and Roll Doctor,178666
2023-12-24 16:13,Keith Richards,Take It So Hard (2010 - Remaster),196800
2023-12-24 16:14,Jethro Tull,Some Day the Sun Won't Shine for You - 2001 Remaster,26593
2023-12-24 16:17,Jethro Tull,Taxi Grab,234320
2023-12-24 16:20,Jethro Tull,Salamander,171520
2023-12-24 16:23,Jethro Tull,"Too Old to Rock 'n' Roll: Too Young to Die! - Brussels Studio Recording, November, 1975; Steven Wilson Stereo Remix",1054
2023-12-24 16:23,Jethro Tull,"Ring Out, Solstice Bells - 2003 Remaster",21450
2023-12-24 16:23,Jethro Tull,Prelude,55066
2023-12-24 16:29,Jethro Tull,Too Old to Rock 'n' Roll: Too Young to Die!,344813
2023-12-24 16:29,Jethro Tull,"The Chequered Flag (Dead or Alive) - Brussels Studio Recording, November, 1975; Steven Wilson Stereo Remix",6181
2023-12-24 16:39,Jethro Tull,Wond'ring Aloud,1514
2023-12-24 17:27,Hatfield & The North,Aigrette,97960
2023-12-24 17:42,Nucleus,Alleycat,857733
2023-12-24 17:49,Osamu Kitajima,Tengu - A Long-Nosed Goblin,339040
2023-12-24 17:57,Frank Zappa,Blessed Relief,479186
2023-12-24 18:10,Osamu Kitajima,Taiyo the Sun,215375
2023-12-24 18:16,Weather Report,Black Market,390640
2023-12-24 18:25,Return To Forever,Sorceress - Instrumental,453693
2023-12-24 18:44,Herbie Hancock,Vein Melter,549373
2023-12-24 18:50,Vampire Sound Inc.,Droge CX 9,313986
2023-12-24 18:54,Jean-Luc Ponty,Cosmic Messenger,282133
2023-12-24 19:00,Ahmad Jamal Quintet,Ahmad's Waltz,285053
2023-12-24 19:11,Osamu Kitajima,Golden Mean,74344
2023-12-24 20:10,Gnawa Diffusion,Ma kayen ghir ennif,22404
2023-12-24 20:14,Zupfgeigenhansel,Ein stolzes Schiff,242760
2023-12-24 20:18,Zupfgeigenhansel,Lomir sich iberbetn,210240
2023-12-24 20:20,Zupfgeigenhansel,Di grine kusine,157560
2023-12-24 20:23,Zupfgeigenhansel,Arbetlosemarsch,159466
2023-12-24 20:26,Zupfgeigenhansel,"Es, es, es und es",187240
2023-12-24 20:31,Zupfgeigenhansel,Ich hab' die Nacht geträumt,210800
2023-12-24 20:35,Zupfgeigenhansel,Waldfest,263426
2023-12-24 20:40,Zupfgeigenhansel,"Andre, die das Land so sehr nicht liebten - Live",201653
2023-12-24 20:42,Zupfgeigenhansel,Mein Michel,162760
2023-12-24 20:46,Zupfgeigenhansel,Wenn ich einmal der Herrgot wär',193040
2023-12-24 20:49,Zupfgeigenhansel,Dos Kelbl,198600
2023-12-24 20:51,Zupfgeigenhansel,Sog nischt kejnmol,140973
2023-12-24 20:53,Zupfgeigenhansel,Dire-gelt,132106
2023-12-24 20:57,Zupfgeigenhansel,Bürgerlied,206026
2023-12-24 21:02,Zupfgeigenhansel,Herbstlied / Bunt sind schon die Wälder,297560
2023-12-24 21:05,Zupfgeigenhansel,Papst und Sultan,134733
2023-12-24 21:07,Zupfgeigenhansel,Lied der Pariser Kommune,118893
2023-12-24 21:10,Zupfgeigenhansel,Bella Ciao,222946
2023-12-24 21:15,Zupfgeigenhansel,Nehmt Abschied,199173
2023-12-24 21:18,Zupfgeigenhansel,Als wir jüngst verschütt jegangen waren,18323
2023-12-24 21:18,Zupfgeigenhansel,Ein Krampenschlag vor Tag,197413
2023-12-24 21:22,Zupfgeigenhansel,Ade zur guten Nacht,226413
2023-12-24 21:22,Zupfgeigenhansel,"Wir drei, wir gehn jetzt auf die Walze",16994
2023-12-24 21:25,Zupfgeigenhansel,Soldatenschicksal,100582
2023-12-24 21:28,Arlo Guthrie,Wouldn't You Believe It - Remastered,202200
2023-12-24 21:31,Arlo Guthrie,Ring A-Around-A-Rosy Rag,135000
2023-12-24 21:34,Arlo Guthrie,My Front Pages - Remastered,227000
2023-12-24 21:35,Arlo Guthrie,Coming into Los Angeles - Remastered,8648
2023-12-24 21:45,Arlo Guthrie,Wheel of Fortune - Remastered,7317
2023-12-24 22:52,Zupfgeigenhansel,Di grine kusine,157560
2023-12-24 22:57,Zupfgeigenhansel,Mein Michel,5758
2023-12-24 22:57,Zupfgeigenhansel,Lomir sich iberbetn,210240
2023-12-25 05:08,Zupfgeigenhansel,Bürgerlied,82261
2023-12-25 05:12,Emahoy Tsege Mariam Gebru,"Homesickness, Pt. 2",193413
2023-12-25 05:14,Brad Mehldau,Paranoid Android I,101386
2023-12-25 05:18,Steve Reich,Music for 18 Musicians: Section I,238506
2023-12-25 05:21,Ennio Morricone,The Ecstasy Of Gold - 2004 Remaster,203226
2023-12-25 05:25,Penguin Cafe Orchestra,Music For A Found Harmonium - 2008 Digital Remaster,219733
2023-12-25 05:27,Emahoy Tsege Mariam Gebru,Tenkou Why Feel Sorry,123573
2023-12-25 05:29,Philip Glass,"String Quartet no. 2 ""Company"": II.",106213
2023-12-25 05:32,Mario Castelnuovo-Tedesco,Ronsard (De Platero y Yo),190560
2023-12-25 05:34,Ennio Morricone,The Ecstasy of Gold - L'Estasi Dell'oro,1734
2023-12-25 05:34,Stanley Myers,The Deer Hunter - Cavatina,10245
2023-12-25 05:37,Piero Umiliani,Crepuscolo Sul Mare,167314
2023-12-25 05:41,Steve Reich,Electric Counterpoint: III. Fast,269093
2023-12-25 05:47,Steve Reich,Electric Counterpoint: III. Fast,279240
2023-12-25 05:54,Penguin Cafe Orchestra,The Sound Of Someone You Love Who's Going Away And It Doesn't Matter - 2008 Digital Remaster,421772
2023-12-25 05:57,Zupfgeigenhansel,"Es, es, es und es",187240
2023-12-25 06:01,Zupfgeigenhansel,Bürgerlied,206026
2023-12-25 06:05,Zupfgeigenhansel,Ein stolzes Schiff,242760
2023-12-25 06:08,Zupfgeigenhansel,Ich hab' die Nacht geträumt,210800
2023-12-25 06:11,Zupfgeigenhansel,Dire-gelt,132106
2023-12-25 06:14,Zupfgeigenhansel,Lomir sich iberbetn,210240
2023-12-25 06:17,Zupfgeigenhansel,Di grine kusine,157560
2023-12-25 06:21,Zupfgeigenhansel,Waldfest,263426
2023-12-25 06:24,Zupfgeigenhansel,Mein Michel,162760
2023-12-25 06:29,Zupfgeigenhansel,Herbstlied / Bunt sind schon die Wälder,297560
2023-12-25 06:32,Zupfgeigenhansel,Sog nischt kejnmol,140973
2023-12-25 06:35,Zupfgeigenhansel,Arbetlosemarsch,159466
2023-12-25 06:38,Zupfgeigenhansel,Dos Kelbl,198600
2023-12-25 06:43,Zupfgeigenhansel,"Andre, die das Land so sehr nicht liebten - Live",201653
2023-12-25 06:46,Zupfgeigenhansel,Wenn ich einmal der Herrgot wär',193040
2023-12-25 06:50,Zupfgeigenhansel,Zogen einst fünf wilde Schwäne,212173
2023-12-25 06:53,Zupfgeigenhansel,Als wir jüngst verschütt jegangen waren,154133
2023-12-25 07:00,Zupfgeigenhansel,Ein schönes Land,48544
2023-12-25 07:07,Herbie Mann,Memphis Underground,429000
2023-12-25 07:07,Buffalo Springfield,Bluebird,6400
2023-12-25 07:15,Chet Atkins,Jam Man,199493
2023-12-25 07:30,Colosseum,Butty's Blues,403866
2023-12-25 07:30,Ultimate Spinach,Jazz Thing,5884
2023-12-25 07:33,Focus,Mother Focus,184693
2023-12-25 07:38,Santana,Incident at Neshabur,297506
2023-12-25 07:43,Ginger Baker,Brain Damage,289333
2023-12-25 07:48,Jean-Luc Ponty,Mirage,294000
2023-12-25 08:00,Frank Zappa,Blessed Relief,479186
2023-12-25 08:15,Genesis,Firth Of Fifth - Remastered 2008,574840
2023-12-25 08:16,PJ Harvey,This Is Love,982
2023-12-25 08:16,Hatfield & The North,Aigrette,1545
2023-12-25 08:16,Aziz Sahmaoui,Absence,1466
2023-12-25 08:20,Toufic Farroukh,Ya Habibi,255973
2023-12-25 09:17,Zupfgeigenhansel,Lomir sich iberbetn,2662
2023-12-25 09:35,Anouar Brahem,Astrakan Café - 1,195640
2023-12-25 09:44,Anouar Brahem,The Lover Of Beirut,464453
2023-12-25 09:46,Hadouk Trio,Échappade,74160
2023-12-25 09:51,Toufic Farroukh,The Pain in Spain Stays Mainly in the Brain,275880
2023-12-25 09:55,Anouar Brahem,Al Birwa,291853
2023-12-25 09:56,Toufic Farroukh,Fayrouz Blues,3934
2023-12-25 10:02,Anouar Brahem,Opening Day,23253
2023-12-25 10:07,Zupfgeigenhansel,Herbstlied / Bunt sind schon die Wälder,297560
2023-12-25 10:09,Zupfgeigenhansel,Sog nischt kejnmol,140973
2023-12-25 10:13,Zupfgeigenhansel,Ich hab' die Nacht geträumt,210800
2023-12-25 10:14,Zupfgeigenhansel,Wenn ich einmal der Herrgot wär',14632
2023-12-25 10:16,Zupfgeigenhansel,Arbetlosemarsch,159466
2023-12-25 10:19,Zupfgeigenhansel,"Es, es, es und es",187240
2023-12-25 10:39,Zupfgeigenhansel,"Andre, die das Land so sehr nicht liebten - Live",201653
2023-12-25 10:44,Zupfgeigenhansel,Waldfest,263426
2023-12-25 10:49,Zupfgeigenhansel,Ein stolzes Schiff,242760
2023-12-25 10:52,Zupfgeigenhansel,Dos Kelbl,198600
2023-12-25 10:53,Zupfgeigenhansel,Mein Michel,8859
2023-12-25 11:09,Zupfgeigenhansel,Lomir sich iberbetn,52245
2023-12-25 15:26,Toufic Farroukh,A Night in Damascus,2575
2023-12-25 15:26,Toufic Farroukh,Fayrouz Blues,1228
2023-12-25 15:26,Emahoy Tsege Mariam Gebru,Tenkou Why Feel Sorry,43915
2023-12-25 15:26,Anouar Brahem,Dance With Waves,1361
2023-12-25 15:27,Hadouk Trio,Échappade,74160
2023-12-25 15:33,Toufic Farroukh,Villes invisibles,357493
2023-12-25 15:33,Anouar Brahem,Opening Day,2601
2023-12-25 15:33,Anouar Brahem,Al Birwa,18290
2023-12-25 15:36,Anouar Brahem,Astrakan Café - 1,195640
2023-12-25 15:37,Anouar Brahem,The Astounding Eyes Of Rita,4865
2023-12-25 15:41,Rabih Abou-Khalil,On A Bus,260200
2023-12-25 15:46,Toufic Farroukh,The Pain in Spain Stays Mainly in the Brain,275880
2023-12-25 15:49,Renaud Garcia-Fons,Sylvains d'orient,224554
2023-12-25 15:53,Hamza El Din,Mwashah,224293
2023-12-25 16:01,Anouar Brahem,The Lover Of Beirut,464453
2023-12-25 16:10,Anouar Brahem,Le pas du chat noir,481506
2023-12-25 16:12,Toufic Farroukh,Maïssa's Look,94213
2023-12-25 16:19,Anouar Brahem,Leila au pays du carrousel,397000
2023-12-25 16:21,Titi Robin,La fille du boxeur,124480
2023-12-25 16:27,Toufic Farroukh,Radio City,384520
2023-12-25 16:29,Hadouk Trio,Nambaraï Gate,63013
2023-12-25 16:35,Toufic Farroukh,"Systole, diastole",331840
2023-12-25 16:41,Toufic Farroukh,Dance for My Father,345026
2023-12-25 16:47,Toufic Farroukh,Lili s'en fout,352333
2023-12-25 16:53,Toufic Farroukh,Sacrecrow and Peacock,302186
2023-12-25 16:57,Rima Khcheich,Kalam el-Leil,263746
2023-12-25 17:02,Toufic Farroukh,Rio de Cairo,294093
2023-12-25 17:06,Toufic Farroukh,Ali au pays des merveilles,212360
2023-12-25 17:10,Anouar Brahem,Halfaouine,126853
2023-12-25 17:10,Toufic Farroukh,Lady Moon,11319
2023-12-25 17:11,Axiom Of Choice,Pulse,58346
2023-12-25 17:15,Khaled Mouzanar,Un air de liberté - Version guitare,149120
2023-12-25 17:16,Renaud Garcia-Fons,La demoiselle de Ceret,98720
2023-12-25 17:18,Toufic Farroukh,Kaf Skoon - Intro,98040
2023-12-25 17:19,Amine Bouhafa,Shooting The Statues,73320
2023-12-25 17:21,Yom,Le silence de l'exode - Solitude 2,70541
2023-12-25 17:22,Toufic Farroukh,Callipyge - Intro,58826
2023-12-25 17:23,Rabih Abou-Khalil,Nafas,94000
2023-12-25 17:23,Toufic Farroukh,Elhob ?!,1448
2023-12-25 17:23,Rima Khcheich,Harrama el-Nawma,934
2023-12-25 17:23,Rima Khcheich,Muwashah salla fina el lahtha hindiyya,2341
2023-12-25 17:23,Rima Khcheich,El-Shayyalin,1060
2023-12-25 17:23,Toufic Farroukh,Hanina,1898
2023-12-25 17:24,Toufic Farroukh,"To Swagger - From ""Nour""",6930
2023-12-25 17:27,Love,A House Is Not a Motel - 2015 Remaster,211701
