track_id,artist,track,album_id,imgUrl
4vpeKl0vMGdAXpZiQB2Dtd,Jefferson Airplane,White Rabbit,6lPb7Eoon6QPbscWbMsk6a,https://i.scdn.co/image/ab67616d000048512dac7a01676ddb36c1d0ec05
2BGNomqCxEDcXyxf8bg27k,The Byrds,Eight Miles High,3dfPMayEO2G87wzXPMEvmb,https://i.scdn.co/image/ab67616d000048513f07e7daf8ef639ec8263b19
2EB1aFLWC4uIfld5Z3Yj1z,Grateful Dead,Sugar Magnolia - 2013 Remaster,2UDDZVesmQwA4aYfa55diS,https://i.scdn.co/image/ab67616d00004851fd3f66a9ce4371f7ffa0346f
5WVF1Ftv5oxspRac9km99R,Grateful Dead,Alabama Getaway - 2013 Remaster,6x3mttp1a5pLHj8rDDSEbT,https://i.scdn.co/image/ab67616d00004851dd5ce8d59ef803b79aa3740e
2gdTkM0hL9KQipAx6aUT6L,Grateful Dead,Terrapin Station Medley - 2014 Remaster,0WVDqz6ty88sjpbfvMqF98,https://i.scdn.co/image/ab67616d000048510996318f9c63869e92f2a750
5TRGOgjhL9lwBCHnlXa0tH,CAN,I'm so Green,5rZ0rFsFBgi7bY446rR8ox,https://i.scdn.co/image/ab67616d00004851f1eb13c30add693c7157f78a
5XTdMVT5i5qcfyTXWxhxVZ,Jim Morrison,Ghost Song,7qj6lZyChZxDGAqzTArHHQ,https://i.scdn.co/image/ab67616d00004851661df6aa776da029b6802c0e
61urVkiNIPWCZWLeQ3hFGr,CAN,Dizzy Dizzy,3fEBf5vX56CYwSFlwT9HT7,https://i.scdn.co/image/ab67616d0000485131396ea1e604f8e1ab453299
1nhGHV6oKcV5QjoXdLp7Rb,Dissidenten,Shadows Go Arab,3Vl1cnMHIBciZDPwmfZAk5,https://i.scdn.co/image/ab67616d00004851ed413e8b3cc7e41ec3ddffb4
4Xe1ehOyfz3PMpDKkzrZ5X,Dissidenten,Broken Moon (30 Trillion & Mix),4reOSuEGgezThUW5w5uzPR,https://i.scdn.co/image/ab67616d00004851196d56f3f000aa5d5dfcd0a0
5GcKcEaMOViIyiWhL4Fe1J,Dissidenten,Shake the Sheikh,0aAfFqBB1IseMDXBHWkT20,https://i.scdn.co/image/ab67616d00004851b467d1f67c4b8dd439289602
7MRyJPksH3G2cXHN8UKYzP,Tom Petty and the Heartbreakers,American Girl,6TLTd0P2CUI0Q29AQ1LyFi,https://i.scdn.co/image/ab67616d000048517e42a53ea7f2ad4f36ab23a5
3MODES4TNtygekLl146Dxd,Led Zeppelin,Ramble On - 1990 Remaster,70lQYZtypdCALtFVlQAcvx,https://i.scdn.co/image/ab67616d00004851fc4f17340773c6c3579fea0d
4vdgmV1Z2SxdrfT2bjJip6,Talking Heads,Radio Head - 2005 Remaster,4LiLg6t10oOw8csXA1CQ0Y,https://i.scdn.co/image/ab67616d000048513b41840563e4b7823db5c306
1qRbIDeJnmfnglzlJI8kOK,Talking Heads,What a Day That Was - Live; Edit,4FR8Z6TvIsC56NLyNomNRE,https://i.scdn.co/image/ab67616d000048514436f2e7c93002ad0eb9716a
5KRtiPYvYDqE8MysJmDOut,Talking Heads,The Good Thing - 2005 Remaster,01RJdKvXyz515O37itqMIJ,https://i.scdn.co/image/ab67616d00004851b7307213fae24e3fbcbe46aa
7jYXoudEWfERVDFZHM8Nfw,Free,Songs Of Yesterday,2yZXtlCUGjaOYBGc9qqeay,https://i.scdn.co/image/ab67616d00004851640df56fe46cd51896a00810
3QHeOALQbMukSiCWQrP2b0,Miles Davis Quintet,Easy Living,6QNUsyQxf8merg8Sv696aI,https://i.scdn.co/image/ab67616d00004851694e9db0a8c0076951f16289
0y66IJhDRZFaPXb3jDGAKb,Sun Ra,"Take the 'A' Train - Solo Piano, 1977",7ltP9Xs5kp49jCxeTuCqbG,https://i.scdn.co/image/ab67616d00004851a866bf8115d970f712689b9f
3SMBkwzUjtKuNHTJFuIdec,Vangelis,The Tao Of Love,6YrHsp2x5GRxEZJXwDwXGz,https://i.scdn.co/image/ab67616d000048515384bf347b55764c7876d235
